Cod,Nome do alimento,Nível 1 ,Nível 2,Nível 3 ,"Energia
[kcal] ","Energia
[kJ] ","Lípidos
[g]","Ácidos gordos saturados
[g] ","Ácidos gordos monoinsaturados 
[g]","Ácidos gordos polinsaturados 
[g]","Ácido linoleico 
[g] ","Ácidos gordos trans 
[g]","Hidratos de carbono 
[g]","Açúcares 
[g] ","Oligossacáridos 
[g] ","Amido 
[g]","Fibra  
[g]","Proteínas 
[g] ","Sal  
[g]","Álcool 
[g] ","Água 
[g] ","Ácidos orgânicos 
[g] ","Colesterol 
[mg]","Vitamina A  
[µg]","Caroteno 
[µg]","Vitamina D 
[µg]","alfa-tocoferol 
[mg]","Tiamina 
[mg] ","Riboflavina 
[mg] ","Niacina 
[mg]","Equivalentes de niacina 
[mg]","Triptofano/60 
[mg]","Vitamina B6 
[mg]","Vitamina B12 
[µg]","Vitamina C 
[mg]","Folatos 
[µg]","Cinza 
[g]","Sódio 
[mg]","Potássio 
[mg] ","Cálcio 
[mg]","Fósforo 
[mg]","Magnésio 
[mg]","Ferro 
[mg]","Zinco 
[mg]","Selénio 
[µg]","Iodo 
[µg]",alimento_hc
1920000004,"Iogurte sem lactose líquido, magro, aromatizado, com polpa de fruta, açucarado",Leite e produtos lácteos,Leite ou nata fermentados ,Produtos de leite fermentados,78,332,0.2,0.1,0.1,0,0,0,16,16,0,0,0,3.1,0.2,0,84.2,0,1,16,9,0,0,0.02,0.17,0.2,0.9,0.7,0.03,0,0,6,0.75,60,120,100,78,8,0.2,0.3,,18,"Iogurte sem lactose líquido, magro, aromatizado, com polpa de fruta, açucarado (16g HC/100g)"
1920000005,"Iogurte sem lactose líquido, magro, aromatizado, com polpa de fruta, com edulcorantes",Leite e produtos lácteos,Leite ou nata fermentados ,Produtos de leite fermentados,34,145,0.1,0,0.1,0,0,0,5,4.7,0,0.3,0.1,3.3,0.2,0,84.2,0,1,16,9,0,0,0.02,0.18,0.2,0.9,0.7,0.03,0,0,6,0.75,60,120,120,72,8,0.2,0.3,,,"Iogurte sem lactose líquido, magro, aromatizado, com polpa de fruta, com edulcorantes (5g HC/100g)"
1920000003,"Iogurte sem lactose líquido, meio gordo, aromatizado, açucarado",Leite e produtos lácteos,Leite ou nata fermentados ,Produtos de leite fermentados,71,302,1.4,0.9,0.3,0,0,0.1,11.8,11.8,0,0,0,2.8,0.1,0,83.3,0.2,3,33,19,0,0.02,0.02,0.17,0.2,0.8,0.6,0.03,0,0,6.4,0.75,42,98,100,78,8,0.2,0.3,,,"Iogurte sem lactose líquido, meio gordo, aromatizado, açucarado (11.8g HC/100g)"
1920000001,"Iogurte sem lactose líquido, meio gordo, aromatizado, com polpa de fruta, açucarado",Leite e produtos lácteos,Leite ou nata fermentados ,Produtos de leite fermentados,73,308,1.3,0.9,0.3,0,0,0.1,12.5,12.4,0,0,0,2.6,0.1,0,83.3,0.2,3,33,19,0,0.02,0.02,0.17,0.2,0.8,0.6,0.03,0,0,6.4,0.75,42,98,110,72,8,0.2,0.3,,,"Iogurte sem lactose líquido, meio gordo, aromatizado, com polpa de fruta, açucarado (12.5g HC/100g)"
1920000002,"Iogurte sem lactose líquido, meio gordo, natural, açucarado",Leite e produtos lácteos,Leite ou nata fermentados ,Produtos de leite fermentados,70,296,1.4,0.9,0.3,0,0,0.1,11.7,11.7,0,0,0,2.7,0.1,0,83.6,0,3,33,19,0,0.02,0.02,0.25,0.2,0.9,0.7,0.05,0,0,1.1,0.7,46,160,100,85,8,0.2,0.4,,,"Iogurte sem lactose líquido, meio gordo, natural, açucarado (11.7g HC/100g)"
1920000012,"Iogurte sem lactose magro, aromatizado, com pedaços e/ou polpa de fruta, com edulcorantes",Leite e produtos lácteos,Leite ou nata fermentados ,Produtos de leite fermentados,42,176,0.1,0.1,0,0,0,0,4.8,4.7,0,0,0.4,4.8,0.2,0,87.4,0.5,2,17,0,0,0,0.04,0.25,0.2,1.3,1.1,0.04,0,0,1.8,0.75,92,260,140,140,14,0.1,0.1,,27,"Iogurte sem lactose magro, aromatizado, com pedaços e/ou polpa de fruta, com edulcorantes (4.8g HC/100g)"
1920000011,"Iogurte sem lactose magro, natural",Leite e produtos lácteos,Leite ou nata fermentados ,Produtos de leite fermentados,41,175,0.2,0.1,0.1,0,0,0,5,5,0,0,0,4.9,0.2,0,89,0.3,2,17,0,0,0,0.04,0.27,0.2,1.2,1,0.03,0,0,1.5,0.75,72,200,150,130,14,0.2,0.6,,35,"Iogurte sem lactose magro, natural (5g HC/100g)"
1920000007,"Iogurte sem lactose meio gordo, aromatizado, açucarado",Leite e produtos lácteos,Leite ou nata fermentados ,Produtos de leite fermentados,76,322,1.5,1,0.5,0.1,0.1,0.1,12,11.3,0,0,0,3.5,0.2,0,80.1,0.2,8,38,22,0,0.03,0.04,0.2,0.2,1.1,0.9,0.04,0.32,0,7.6,0.75,81,200,120,97,12,0.2,0.4,,24,"Iogurte sem lactose meio gordo, aromatizado, açucarado (12g HC/100g)"
1920000009,"Iogurte sem lactose meio gordo, aromatizado, com frutos secos e cereais, açucarado",Leite e produtos lácteos,Leite ou nata fermentados ,Produtos de leite fermentados,98,414,1.6,1,0.5,0.1,0.1,0.1,16.1,16.1,0,0,0.1,3.7,0.2,0,80.1,1.3,8,38,22,0,0.03,0.04,0.25,0.2,1.1,0.9,0.04,0,0,1.7,0.75,92,200,120,100,17,0.3,0.4,,,"Iogurte sem lactose meio gordo, aromatizado, com frutos secos e cereais, açucarado (16.1g HC/100g)"
1920000008,"Iogurte sem lactose meio gordo, aromatizado, com pedaços e/ou polpa de fruta, açucarado",Leite e produtos lácteos,Leite ou nata fermentados ,Produtos de leite fermentados,83,350,1.3,0.8,0.4,0.1,0,0.1,13.6,13.5,0,0,0.2,3.7,0.2,0,78.2,0.5,6,36,20,0,0.03,0.03,0.25,0.1,1,0.9,0.04,0,0,8.3,0.75,72,210,120,110,12,0.2,0.5,,,"Iogurte sem lactose meio gordo, aromatizado, com pedaços e/ou polpa de fruta, açucarado (13.6g HC/100g)"
1920000010,"Iogurte sem lactose meio gordo, natural",Leite e produtos lácteos,Leite ou nata fermentados ,Produtos de leite fermentados,48,202,1.5,1,0.4,0.1,0.1,0.1,4.5,4.5,0,0,0,3.8,0.2,0,87.9,0.4,6,30,17,0,0.03,0.03,0.24,0.2,1.1,0.9,0.03,0,0,1.7,0.75,62,180,120,110,12,0.2,0.5,,,"Iogurte sem lactose meio gordo, natural (4.5g HC/100g)"
1920000006,"Iogurte sem lactose meio gordo, natural, açucarado",Leite e produtos lácteos,Leite ou nata fermentados ,Produtos de leite fermentados,78,330,1.5,1,0.5,0.1,0.1,0.1,12.2,11.5,0,0,0,3.5,0.2,0,78.9,0.5,8,45,26,0,0.04,0.04,0.2,0.2,1.2,1,0.04,0.32,0,8,0.75,81,230,120,97,14,0.2,0.6,,24,"Iogurte sem lactose meio gordo, natural, açucarado (12.2g HC/100g)"
2120000011,Jarrete de porco,Carne e produtos cárneos,Outros produtos do abate de animais,Outros produtos do abate de mamiferos,140,587,6,2.1,2,1,0.9,0,0.1,0,0,0,0,21.4,0.3,0,70.3,0,63,0,0,0.5,0.8,0.52,0.14,2.2,6.9,4.7,0.46,1,0,1,2.21,100,480,13,300,18,1.5,2.1,,0.2,Jarrete de porco (0.1g HC/100g)
1900000006,Javali cru,Carne e produtos cárneos,Carne de mamiferos e de aves,Carne de mamíferos,108,457,3.4,1.5,1.4,0.2,0.2,0,0,0,0,0,0,19.5,0.2,0,75.9,0,65,25,0,,0.21,0.1,0.2,5.1,9.8,4.7,0.4,5,0,5,1.1,94,360,10,170,22,1.8,2.3,,6,Javali cru (0g HC/100g)
484,Jesuíta,Cereais e produtos à base de cereais,Produtos de pastelaria fina,Pastelaria à base de massa laminada,518,2160,31.2,11.4,9.5,4.8,4.5,1.3,54,26.1,0,27.9,2.5,4.1,0.9,0,7.3,0,78,150,0,1.3,1.6,0.1,0.05,0.6,1.4,0.8,0.05,0.01,0,5,0.9,350,67,21,45,11,0.9,0.3,,,Jesuíta (54g HC/100g)
921,Lagosta cozida,"Peixes, mariscos, anfíbios, répteis e invertebrados",Crustáceos,"Lagostas, lagostas espinhosas da rocha",90,383,0.8,0.2,0.2,0.3,0,0,0.2,0,0,0.2,0,20.6,0.8,0,76,0,93,0,0,0,1.5,0.09,0.06,2,5.8,3.8,0.08,3,0,11,2,320,280,60,200,42,0.9,2.7,,,Lagosta cozida (0.2g HC/100g)
2120000016,Lagosta crua,"Peixes, mariscos, anfíbios, répteis e invertebrados",Crustáceos,"Lagostas, lagostas espinhosas da rocha",79,336,0.7,0.2,0.1,0.2,0,0,0.1,0,0,0,0,18.2,0.2,0,77.9,0,94,11,0,0.1,1.5,0.03,0.04,0.6,4.4,3.8,0.06,0.9,0,9.1,2.18,88,280,59,190,27,0.6,3,,,Lagosta crua (0.1g HC/100g)
923,Lagostim cozido,"Peixes, mariscos, anfíbios, répteis e invertebrados",Crustáceos,"Lagostas, lagostas espinhosas da rocha",90,382,0.5,0.1,0.1,0.2,0,0,0.2,0,0,0.2,0,21.2,1.4,0,76,0,70,0,0,0,0.9,0.08,0.04,2,6,4,0.06,0.8,0,9.7,2.1,550,190,38,200,41,1,1.5,,,Lagostim cozido (0.2g HC/100g)
922,Lagostim cru,"Peixes, mariscos, anfíbios, répteis e invertebrados",Crustáceos,"Lagostas, lagostas espinhosas da rocha",89,377,0.5,0.1,0.1,0.2,0,0,0.2,0,0,0.2,0,20.9,0.8,0,76.1,0,68,0,0,0,0.9,0.09,0.04,2,5.9,3.9,0.08,1,0,11,2.1,320,190,37,200,42,1,1.5,,,Lagostim cru (0.2g HC/100g)
1900000101,Lampreia crua,"Peixes, mariscos, anfíbios, répteis e invertebrados",Peixe (músculo),Peixe diádromos,314,1300,27.4,5.8,11.8,6,0.6,0,0.1,0,0,0.1,0,16.7,0.9,0,54.3,0,108,5350,0,14.3,5.9,0.2,0.6,3,5.5,2.5,0.19,2.95,1,16.5,1.55,350,180,7.5,190,15,4.1,2.2,57,35,Lampreia crua (0.1g HC/100g)
2120000019,Lapas cruas,"Peixes, mariscos, anfíbios, répteis e invertebrados",Moluscos,"Abalones, búzios, conchas",66,280,0.7,0.1,0.1,0.3,0,0,0.6,0,0,0,0,14.3,1.1,0,82.3,0,98,0,0,0,0,0.01,0.04,1.3,3.9,2.6,0.04,41,0,18,1.79,420,200,51,100,95,21,1,,,Lapas cruas (0.6g HC/100g)
658,Laranja (3 variedades),Frutos e produtos derivados de frutos,Fruta utilizada como fruta,Frutos cítricos,47,201,0.2,0,0,0.1,0,0,8.9,8.9,0,0,1.8,1.1,0,0,86.3,0.7,0,20,120,0,0.24,0.09,0.05,0.7,0.8,0.1,0.1,0,57,31,0.42,4,160,35,19,11,0.2,0.1,,0.3,Laranja (3 variedades) (8.9g HC/100g)
1153,Lasanha à bolonhesa,Pratos compostos,"Pratos, incl. refeições prontas a comer (excluindo sopas e saladas)",Pratos à base de massas alimentícias e arroz (ou outro cereal),183,763,12.4,5.8,3.5,2,1.79,0.3,9.2,2.5,0.1,6.7,0.7,7.7,0.8,0.4,67.7,0,21,144,465,0.1,0.24,0.12,0.13,1.2,2.86,1.61,0.15,0.46,5.5,14,1.49,310,200,96,130,15,0.6,1.1,,,Lasanha à bolonhesa (9.2g HC/100g)
1900000004,Lebre crua,Carne e produtos cárneos,Carne de mamiferos e de aves,Carne de mamíferos,113,478,3,1,0.3,1.5,0.2,0,0,0,0,0,0,21.6,0.2,0,73.3,0,60,0,0,0,0.1,0.09,0.06,8.07,12.07,4,0.3,1,0,10,1.2,77,320,9.1,210,26,0.8,1.7,10,0.6,Lebre crua (0g HC/100g)
34,Leite condensado,Leite e produtos lácteos,Leite e produtos lácteos em pó e concentrados,Leite e produtos lácteos concentrados,338,1420,9,5.4,2,0.3,0.2,0.3,56.4,56.4,0,0,0,7.8,0.4,0,25,0,34,161,74,0.1,0.2,0.05,0.4,1.2,3,1.8,0.07,0.5,0,14,1.8,140,390,340,230,30,0.4,1.2,,,Leite condensado (56.4g HC/100g)
500,Leite creme,Leite e produtos lácteos,Sobremesa à base de leite e similares,Sobremesas de colher à base de leite,163,683,6.8,2.3,2.4,0.8,0.674,0.1,19.5,18.5,0,1,0,5.9,0.1,0,66.3,0,227,106,11,0.9,0.82,0.08,0.28,0.2,1.68,1.48,0.19,0.59,0,24,1.03,46,170,130,160,11,1.1,1,,,Leite creme (19.5g HC/100g)
19,Leite de cabra cru,Leite e produtos lácteos,"Leite, soro de leite  e nata",Leite,70,291,4,2.6,1.1,0.1,0.1,0.1,4.6,4.6,0,0,0,3.8,0.1,0,86.9,0,11,53,0,0.1,0.03,0.05,0.1,0.3,1,0.7,0.04,0.08,3,1,0.85,40,180,150,120,20,0.2,0.3,,,Leite de cabra cru (4.6g HC/100g)
1205,"Leite de coco, enlatado",Sumos e néctares de frutos e produtos hortícolas (incluindo concentrados),Extratos de origem vegetal,Extrato líquido de origem vegetal,185,762,18.4,14,2.3,0.9,0.87,0,2.8,1.1,0,1.7,0,2,0,0,75.8,0,0,0,0,0,0,0.02,0,0.6,0.8,0.2,0.03,0,1,14,1,13,220,18,96,46,3.3,0.6,,,"Leite de coco, enlatado (2.8g HC/100g)"
20,Leite de ovelha cru,Leite e produtos lácteos,"Leite, soro de leite  e nata",Leite,93,388,6.2,3.3,1.5,0.2,0.2,0.3,4.2,4.2,0,0,0,5.1,0.1,0,86.9,0,55,50,0,0.2,0.11,0.06,0.15,0.2,1.1,0.9,0.07,0.15,5,5,0.93,37,120,190,140,15,0.2,0.7,,,Leite de ovelha cru (4.2g HC/100g)
35,Leite evaporado,Leite e produtos lácteos,Leite e produtos lácteos em pó e concentrados,Leite e produtos lácteos concentrados,136,567,7.8,4.4,1.8,0.2,0.2,0.3,9.8,9.8,0,0,0,6.6,0.4,0,74,0,28,129,106,0.1,0.14,0.06,0.31,0.6,2.2,1.6,0.06,0.08,0,9,1.8,140,320,260,230,22,0.1,0.8,,,Leite evaporado (9.8g HC/100g)
1900000067,"Leite fermentado (Bifidus) gordo, natural",Leite e produtos lácteos,Leite ou nata fermentados ,Produtos de leite fermentados,67,282,3.6,2.2,0.9,0.2,0.1,0.1,4.5,4.5,0,0,0,4,0.1,0,85.5,0.4,11,40,15,0.2,0.11,0.02,0.13,0.09,0.89,0.8,0.04,0.5,,5,0.75,45,180,150,110,12,0,0.5,,12,"Leite fermentado (Bifidus) gordo, natural (4.5g HC/100g)"
1920000016,"Leite fermentado (Bifidus) sem lactose enriquecido com fibra, magro, aromatizado, com pedaços e/ou polpa de fruta, com sementes e/ou cereais, com frutos secos e/ou de casca rija, com edulcorantes ",Leite e produtos lácteos,Leite ou nata fermentados ,Produtos de leite fermentados,57,241,0.8,0.2,0.1,0,0,0,6.6,5.4,0,1.2,1.6,4.2,0.2,0,87.6,1.3,2,30,17,0,0,0.04,0.25,0.2,1.1,0.9,0.04,0,0,1.7,0.75,92,200,140,110,17,0.3,0.4,,24,"Leite fermentado (Bifidus) sem lactose enriquecido com fibra, magro, aromatizado, com pedaços e/ou polpa de fruta, com sementes e/ou cereais, com frutos secos e/ou de casca rija, com edulcorantes  (6.6g HC/100g)"
1920000017,"Leite fermentado (Bifidus) sem lactose líquido, meio gordo, aromatizado, com pedaços e/ou polpa de fruta, açucarado",Leite e produtos lácteos,Leite ou nata fermentados ,Produtos de leite fermentados,71,298,1.7,1,0.3,0,0,0.1,11,10.7,0,0,0,2.7,0.1,0,83.3,0.2,3,33,19,0,0.02,0.02,0.17,0.2,0.8,0.6,0.03,0,0,6.4,0.75,42,98,96,78,8,0.2,0.3,,,"Leite fermentado (Bifidus) sem lactose líquido, meio gordo, aromatizado, com pedaços e/ou polpa de fruta, açucarado (11g HC/100g)"
1920000018,"Leite fermentado (Bifidus) sem lactose magro, natural, com edulcorantes",Leite e produtos lácteos,Leite ou nata fermentados ,Produtos de leite fermentados,51,217,0.4,0.2,0,0,0,0,6.2,6.1,0,0,0,5.3,0.2,0,87.4,0.5,2,17,41,0,0,0.04,0.25,0.2,1.3,1.1,0.04,0,0,1.8,0.75,92,260,110,140,14,0.1,0.1,,,"Leite fermentado (Bifidus) sem lactose magro, natural, com edulcorantes (6.2g HC/100g)"
1920000014,"Leite fermentado (Bifidus) sem lactose, gordo, natural",Leite e produtos lácteos,Leite ou nata fermentados ,Produtos de leite fermentados,70,294,3.7,2.4,0.9,0.2,0.1,0.1,4.8,4.8,0,0,0,4.2,0.1,0,85.5,0.4,11,40,15,0.2,0.11,0.02,0.13,0.09,0.89,0.8,0.04,0.5,0,5,0.75,45,180,160,110,12,0,0.5,,7.5,"Leite fermentado (Bifidus) sem lactose, gordo, natural (4.8g HC/100g)"
1920000015,"Leite fermentado (Bifidus) sem lactose, magro, aromatizado, com pedaços e/ou polpa de fruta e/ou hortícolas, açucarado, com edulcorantes",Leite e produtos lácteos,Leite ou nata fermentados ,Produtos de leite fermentados,57,243,0.4,0.2,0,0,0,0,8.2,7.9,0,0,0,4.9,0.2,0,87.4,0.5,2,17,41,0,0,0.04,0.25,0.2,1.3,1.1,0.04,0,0,1.8,0.75,92,260,110,140,14,0.1,0.1,,,"Leite fermentado (Bifidus) sem lactose, magro, aromatizado, com pedaços e/ou polpa de fruta e/ou hortícolas, açucarado, com edulcorantes (8.2g HC/100g)"
30,"Leite gordo especial, pasteurizado ",Leite e produtos lácteos,"Leite, soro de leite  e nata",Leite,62,260,3.4,1.9,0.8,0.1,0.1,0.1,4.8,4.8,0,0,0,3.1,0.1,0,88.1,0,13,38,140,0.1,0.09,0.03,0.16,0.2,0.9,0.7,0.06,0.39,1,6,0.72,37,150,110,91,10,0.2,0.5,,,"Leite gordo especial, pasteurizado  (4.8g HC/100g)"
1900000064,"Leite gordo sem lactose, enriquecido com vitaminas A, D, E e B9 (ácido fólico), UHT",Leite e produtos lácteos,"Leite, soro de leite  e nata",Leite,62,258,3.5,2.2,0.8,0.1,0.1,0.1,4.6,4.6,0,0,0,3,0.1,0,88.1,0,13,117,29,0.8,1.7,0.04,0.14,0.2,0.9,0.7,0.04,0.18,0,29,0.75,43,160,110,77,9,0.1,0.4,,,"Leite gordo sem lactose, enriquecido com vitaminas A, D, E e B9 (ácido fólico), UHT (4.6g HC/100g)"
22,"Leite gordo, pasteurizado",Leite e produtos lácteos,"Leite, soro de leite  e nata",Leite,62,260,3.5,2,0.8,0.1,0.1,0.1,4.7,4.7,0,0,0,3,0.1,0,88,0,13,56,21,0.1,0.09,0.04,0.14,0.2,0.9,0.7,0.06,0.39,0,6,0.72,43,150,110,88,11,0.1,0.4,,,"Leite gordo, pasteurizado (4.7g HC/100g)"
31,"Leite gordo, pó",Leite e produtos lácteos,Leite e produtos lácteos em pó e concentrados,Leite e produtos lácteos em pó,495,2070,25.9,14.5,5.9,0.7,0.7,0.9,38.7,38.7,0,0,0,26.8,0.9,0,2.6,0,69,296,158,0.2,0.61,0.22,1.2,1.3,7.6,6.3,0.48,2,8,46,6,350,1220,920,750,110,0.6,3.2,,,"Leite gordo, pó (38.7g HC/100g)"
23,"Leite gordo, UHT",Leite e produtos lácteos,"Leite, soro de leite  e nata",Leite,62,260,3.5,2,0.8,0.1,0.1,0.1,4.7,4.7,0,0,0,3,0.1,0,88.1,0,13,59,29,0.1,0.07,0.04,0.14,0.2,0.9,0.7,0.04,0.18,0,1,0.75,43,160,110,77,9,0.1,0.4,,,"Leite gordo, UHT (4.7g HC/100g)"
38,Leite humano,Leite e produtos lácteos,"Leite, soro de leite  e nata",Leite,66,277,3.4,1.5,1.3,0.4,0.3,0,7.5,7.5,0,0,0,1.4,0,0,87.5,0,16,68,24,0.1,0.35,0.08,0.03,0.2,0.7,0.5,0.01,0.01,4,6,0.2,19,69,32,19,4,0.1,0.1,,,Leite humano (7.5g HC/100g)
36,"Leite humano, colostro",Leite e produtos lácteos,"Leite, soro de leite  e nata",Leite,60,250,2.8,1.2,1.2,0.3,0.2,0,6.3,6.3,0,0,0,2.3,0.1,0,87.9,0,31,184,135,0,1.3,0,0.03,0.05,0.85,0.8,0,0.1,2,7,0.4,59,83,26,17,4,0.1,0.2,,,"Leite humano, colostro (6.3g HC/100g)"
37,"Leite humano, transição",Leite e produtos lácteos,"Leite, soro de leite  e nata",Leite,66,276,3.7,1.5,1.5,0.5,0.3,0,6.6,6.6,0,0,0,1.6,0.1,0,86.9,0,24,117,32,0,0.53,0.02,0.03,0.2,0.8,0.6,0,0.03,6,6,0.3,38,68,24,20,4,0.1,0.1,,,"Leite humano, transição (6.6g HC/100g)"
1233,"Leite magro de pastagem, UHT ",Leite e produtos lácteos,"Leite, soro de leite  e nata",Leite,33,139,0.1,0.1,0,0,0,0,4.9,4.8,0,0,0,3.1,0.1,0,91.2,0,4,0,0,0,0.02,0.05,0.18,0.1,0.8,0.7,0.05,0.18,0,1,0.7,34,220,120,91,10,0.1,0.4,,14,"Leite magro de pastagem, UHT  (4.9g HC/100g)"
1900000062,"Leite magro sem lactose, UHT",Leite e produtos lácteos,"Leite, soro de leite  e nata",Leite,36,152,0.2,0.1,0.1,0,0,0,5.1,4.9,0,0,0,3.4,0.1,0,90.5,0,1,0,0,0,0,0.05,0.18,0.1,0.8,0.7,0.05,0.11,0,1,0.77,41,160,110,82,10,0.1,0.4,,16,"Leite magro sem lactose, UHT (5.1g HC/100g)"
33,"Leite magro, pó",Leite e produtos lácteos,Leite e produtos lácteos em pó e concentrados,Leite e produtos lácteos em pó,359,1530,0.9,0.5,0.2,0,0,0,52.7,52.7,0,0,0,35.1,1.3,0,3.4,0,23,0,0,0,0.01,0.32,1.8,2.1,10,8.2,0.58,3,9,50,8.05,520,1690,1270,1030,140,0.6,4.1,,,"Leite magro, pó (52.7g HC/100g)"
27,"Leite magro, UHT",Leite e produtos lácteos,"Leite, soro de leite  e nata",Leite,35,149,0.2,0.1,0.1,0,0,0,4.9,4.9,0,0,0,3.4,0.1,0,90.5,0,1,0,0,0,0,0.05,0.18,0.1,0.8,0.7,0.05,0.11,0,1,0.77,41,160,110,82,10,0.1,0.4,,16,"Leite magro, UHT (4.9g HC/100g)"
29,"Leite meio gordo aromatizado, UHT ",Leite e produtos lácteos,"Leite, soro de leite  e nata",Leite,60,252,1.8,1,0.4,0.1,0.1,0.1,7.9,7.9,0,0,0,3,0.1,0,86.6,0,8,31,15,0.1,0.03,0.03,0.16,0.2,0.9,0.7,0.05,0.19,0,2,0.72,42,150,110,86,9,0.4,0.5,,,"Leite meio gordo aromatizado, UHT  (7.9g HC/100g)"
1234,"Leite meio gordo de pastagem, UHT",Leite e produtos lácteos,"Leite, soro de leite  e nata",Leite,46,192,1.5,1,0.4,0,0,0.1,5,4.9,0,0,0,3,0.1,0,89.9,0,6,21,12,0.1,0.04,0.04,0.18,0.2,0.9,0.7,0.05,0.19,0,1,0.7,34,160,120,89,9,0.1,0.5,,15,"Leite meio gordo de pastagem, UHT (5g HC/100g)"
1900000063,"Leite meio gordo sem lactose, UHT",Leite e produtos lácteos,"Leite, soro de leite  e nata",Leite,48,202,1.6,0.9,0.4,0,0,0.1,5.1,4.9,0,0,0,3.3,0.1,0,89.1,0,8,22,12,0.1,0.03,0.04,0.18,0.2,0.9,0.7,0.05,0.12,0,1,0.76,40,160,110,81,9,0.1,0.5,,16,"Leite meio gordo sem lactose, UHT (5.1g HC/100g)"
32,"Leite meio gordo, pó",Leite e produtos lácteos,Leite e produtos lácteos em pó e concentrados,Leite e produtos lácteos em pó,427,1800,13.5,7.6,3.1,0.4,0.4,0.5,45.6,45.6,0,0,0,30.7,1.1,0,3.2,0,41,212,113,0.1,0.3,0.26,1.7,2,9.2,7.2,0.51,2.5,6,43,7.05,440,1460,1150,880,120,0.4,3.7,,,"Leite meio gordo, pó (45.6g HC/100g)"
25,"Leite meio gordo, UHT",Leite e produtos lácteos,"Leite, soro de leite  e nata",Leite,47,199,1.6,0.9,0.4,0,0,0.1,4.9,4.9,0,0,0,3.3,0.1,0,89.1,0,8,22,12,0.1,0.03,0.04,0.18,0.2,0.9,0.7,0.05,0.12,0,1,0.76,40,160,110,81,9,0.1,0.5,,16,"Leite meio gordo, UHT (4.9g HC/100g)"
538,Lentilhas secas cozidas (demolhadas),"Leguminosas, frutos de casca rija, sementes oleaginosas e especiarias",Leguminosas,Leguminosas (sementes de leguminosas secas),115,485,0.3,0,0.1,0.1,0.1,0,16.7,0.4,1,15.3,4.4,9.1,0.4,0,67.2,0,0,4,22,0,0,0.13,0.07,0.5,1.7,1.2,0.24,0,0,25,0.9,160,280,25,110,33,2.3,1.4,,,Lentilhas secas cozidas (demolhadas) (16.7g HC/100g)
220028,"Lentilhas vermelhas, secas, cruas","Leguminosas, frutos de casca rija, sementes oleaginosas e especiarias",Leguminosas,Leguminosas (sementes de leguminosas secas),327,1380,0.3,0.1,0.1,0.2,0.1,0,46.6,3.6,0,43,17.4,25.7,0,0,10.6,0,0,10,60,0,,0.34,0.12,1.25,4.15,2.9,0.29,0,0,164,2.53,10,900,24,370,73,6.2,3.9,17,4.7,"Lentilhas vermelhas, secas, cruas (46.6g HC/100g)"
537,"Lentilhas, secas, cruas","Leguminosas, frutos de casca rija, sementes oleaginosas e especiarias",Leguminosas,Leguminosas (sementes de leguminosas secas),321,1360,0.7,0.1,0.1,0.3,0.3,0,47.6,1.2,3.1,43.3,11.8,25.2,0,0,10.3,0,0,10,60,0,0,0.43,0.27,1.9,5.3,3.4,0.93,0,0,110,2.4,12,940,74,360,110,6.8,3.9,,,"Lentilhas, secas, cruas (47.6g HC/100g)"
1900000091,Lichia fresca,Frutos e produtos derivados de frutos,Fruta utilizada como fruta,"Frutos diversos com casca não comestível, pequenos",70,294,0.4,0.1,0.1,0.1,0.067,0,14.8,14.3,0,0,1.3,0.9,0,0,81.5,0.3,0,0,0,0,0.07,0.03,0.06,0.55,0.66,0.11,0.1,0,58.3,14,0.4,1,170,5.5,31,9.5,0.4,0.2,,,Lichia fresca (14.8g HC/100g)
734,Licor beneditino,Bebidas alcoólicas,Bebidas espirituosas não açucaradas e licores ,Licores,352,1470,0,0,0,0,0,0,34.8,34.8,0,0,0,0,0,30.4,34.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,5,0,11,2,0,0.9,0,,,Licor beneditino (34.8g HC/100g)
733,Licor de anis,Bebidas alcoólicas,Bebidas espirituosas não açucaradas e licores ,Licores,385,1610,0,0,0,0,0,0,36,36,0,0,0,0,0,34.4,29.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Licor de anis (36g HC/100g)
732,Licor de ginja,Bebidas alcoólicas,Bebidas espirituosas não açucaradas e licores ,Licores,239,998,0,0,0,0,0,0,19,19,0,0,0,0.1,0,23.2,57.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,5,18,2,5,2,0.3,0,,,Licor de ginja (19g HC/100g)
735,Licor simples,Bebidas alcoólicas,Bebidas espirituosas não açucaradas e licores ,Licores,294,1230,0,0,0,0,0,0,24.4,24.4,0,0,0,0,0,28,47.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Licor simples (24.4g HC/100g)
1900000096,Lima,Frutos e produtos derivados de frutos,Fruta utilizada como fruta,Frutos cítricos,31,132,0.2,0,0,0.1,0.036,0,1.7,1.7,0,0,2.8,0.7,0,0,88.3,4.7,0,1,6,0,0.22,0.03,0.02,0.2,0.25,0.05,0.04,0,29.1,8,0.3,2,100,33,18,6,0.6,0.1,0.4,,Lima (1.7g HC/100g)
